"Deal Name","Pipeline","Deal Stage","Amount","Close Date","Deal Description"
"628 Ridge Trail Dr, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","290000","","https://www.zillow.com/homedetails/628-Ridge-Trail-Dr-Columbia-SC-29229/11741251_zpid/ | For Sale"
"3624 Harrogate Rd, Columbia, SC 29210","Sales Pipeline","Appointment Scheduled","205000","","https://www.zillow.com/homedetails/3624-Harrogate-Rd-Columbia-SC-29210/11201466_zpid/ | For Sale"
"1531 Alma Rd, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","230000","","https://www.zillow.com/homedetails/1531-Alma-Rd-Columbia-SC-29209/11715547_zpid/ | For Sale"
"336 Byron Rd, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","235000","","https://www.zillow.com/homedetails/336-Byron-Rd-Columbia-SC-29209/71270687_zpid/ | Townhouse"
"311 Lockner Rd, Columbia, SC 29212","Sales Pipeline","Appointment Scheduled","299900","","https://www.zillow.com/homedetails/311-Lockner-Rd-Columbia-SC-29212/11191009_zpid/ | For Sale"
"260 Woodwinds Dr, Columbia, SC 29212","Sales Pipeline","Appointment Scheduled","242000","","https://www.zillow.com/homedetails/260-Woodwinds-Dr-Columbia-SC-29212/11193155_zpid/ | For Sale"
"10 Crimson Ct, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","189900","","https://www.zillow.com/homedetails/10-Crimson-Ct-Columbia-SC-29229/11733116_zpid/ | For Sale"
"109 Kingston Trace Rd, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","274900","","https://www.zillow.com/homedetails/109-Kingston-Trace-Rd-Columbia-SC-29229/62990822_zpid/ | For Sale"
"5711 Miramar Dr, Columbia, SC 29203","Sales Pipeline","Appointment Scheduled","190000","","https://www.zillow.com/homedetails/5711-Miramar-Dr-Columbia-SC-29203/11693774_zpid/ | For Sale"
"521 Briercliff Dr, Columbia, SC 29203","Sales Pipeline","Appointment Scheduled","89000","","https://www.zillow.com/homedetails/521-Briercliff-Dr-Columbia-SC-29203/11722962_zpid/ | FSBO"
"1022 Sandpiper Ln, Columbia, SC 29203","Sales Pipeline","Appointment Scheduled","224990","","https://www.zillow.com/homedetails/1022-Sandpiper-Ln-Columbia-SC-29203/11680735_zpid/ | For Sale"
"2304 Pelican Dr, Columbia, SC 29203","Sales Pipeline","Appointment Scheduled","124900","","https://www.zillow.com/homedetails/2304-Pelican-Dr-Columbia-SC-29203/11680865_zpid/ | For Sale"
"25 Saint Andrews Place Ct, Columbia, SC 29210","Sales Pipeline","Appointment Scheduled","200000","","https://www.zillow.com/homedetails/25-Saint-Andrews-Place-Ct-Columbia-SC-29210/121968885_zpid/ | For Sale"
"626 Harbour Pointe Dr, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","299000","","https://www.zillow.com/homedetails/626-Harbour-Pointe-Dr-Columbia-SC-29229/88002035_zpid/ | For Sale"
"1901 Glenwood Rd, Columbia, SC 29204","Sales Pipeline","Appointment Scheduled","249000","","https://www.zillow.com/homedetails/1901-Glenwood-Rd-Columbia-SC-29204/11705329_zpid/ | For Sale"
"Nx 1635 Dupont Dr, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","32400","","https://www.zillow.com/homedetails/Nx-1635-Dupont-Dr-Columbia-SC-29223/463200552_zpid/ | Land"
"1000 Coatesdale Rd, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","199900","","https://www.zillow.com/homedetails/1000-Coatesdale-Rd-Columbia-SC-29209/11714480_zpid/ | For Sale"
"301 Tendrill Ct, Columbia, SC 29210","Sales Pipeline","Appointment Scheduled","240000","","https://www.zillow.com/homedetails/301-Tendrill-Ct-Columbia-SC-29210/11196739_zpid/ | For Sale"
"101 Bosworth Field Rd, Columbia, SC 29212","Sales Pipeline","Appointment Scheduled","254900","","https://www.zillow.com/homedetails/101-Bosworth-Field-Rd-Columbia-SC-29212/11188194_zpid/ | For Sale"
"923 Huntington Ave, Columbia, SC 29205","Sales Pipeline","Appointment Scheduled","229900","","https://www.zillow.com/homedetails/923-Huntington-Ave-Columbia-SC-29205/11682790_zpid/ | For Sale"
"1311 Means Ave, Columbia, SC 29210","Sales Pipeline","Appointment Scheduled","125000","","https://www.zillow.com/homedetails/1311-Means-Ave-Columbia-SC-29210/300044280_zpid/ | For Sale"
"1826 Overhill Rd, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","164900","","https://www.zillow.com/homedetails/1826-Overhill-Rd-Columbia-SC-29223/11720346_zpid/ | For Sale"
"1 Newcourt Pl, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","266000","","https://www.zillow.com/homedetails/1-Newcourt-Pl-Columbia-SC-29229/11731868_zpid/ | For Sale"
"466 Robins Egg Dr, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","279000","","https://www.zillow.com/homedetails/466-Robins-Egg-Dr-Columbia-SC-29229/88007353_zpid/ | For Sale"
"116 Patio Pl, Columbia, SC 29212","Sales Pipeline","Appointment Scheduled","265000","","https://www.zillow.com/homedetails/116-Patio-Pl-Columbia-SC-29212/11668808_zpid/ | For Sale"
"1700 Grays Inn Rd, Columbia, SC 29210","Sales Pipeline","Appointment Scheduled","92000","","https://www.zillow.com/homedetails/1700-Grays-Inn-Rd-Columbia-SC-29210/2137234704_zpid/ | FSBO"
"317 W Miriam Ave, Columbia, SC 29203","Sales Pipeline","Appointment Scheduled","95000","","https://www.zillow.com/homedetails/317-W-Miriam-Ave-Columbia-SC-29203/11678497_zpid/ | For Sale"
"100 Bennington Cir, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","230000","","https://www.zillow.com/homedetails/100-Bennington-Cir-Columbia-SC-29229/11732991_zpid/ | For Sale"
"3844 Wilmot Ave, Columbia, SC 29205","Sales Pipeline","Appointment Scheduled","239000","","https://www.zillow.com/homedetails/3844-Wilmot-Ave-Columbia-SC-29205/11701564_zpid/ | For Sale"
"9505 Puritan Rd, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","235000","","https://www.zillow.com/homedetails/9505-Puritan-Rd-Columbia-SC-29209/11724800_zpid/ | For Sale"
"429 Indigo Ridge Dr, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","290000","","https://www.zillow.com/homedetails/429-Indigo-Ridge-Dr-Columbia-SC-29229/88012709_zpid/ | For Sale"
"100 Pincushion Ln, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","244900","","https://www.zillow.com/homedetails/100-Pincushion-Ln-Columbia-SC-29209/11724003_zpid/ | For Sale"
"6 Elders Pond Ct, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","219900","","https://www.zillow.com/homedetails/6-Elders-Pond-Ct-Columbia-SC-29229/55194323_zpid/ | For Sale"
"320 Folkstone Rd, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","189900","","https://www.zillow.com/homedetails/320-Folkstone-Rd-Columbia-SC-29223/11722558_zpid/ | For Sale"
"126 Burnsdowne Rd, Columbia, SC 29210","Sales Pipeline","Appointment Scheduled","235000","","https://www.zillow.com/homedetails/126-Burnsdowne-Rd-Columbia-SC-29210/11194962_zpid/ | For Sale"
"5 Hempstead Pl, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","257000","","https://www.zillow.com/homedetails/5-Hempstead-Pl-Columbia-SC-29229/67609075_zpid/ | For Sale"
"5912 Yorkshire Dr, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","289900","","https://www.zillow.com/homedetails/5912-Yorkshire-Dr-Columbia-SC-29209/11716295_zpid/ | For Sale"
"2525 Cardington Dr, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","215000","","https://www.zillow.com/homedetails/2525-Cardington-Dr-Columbia-SC-29209/11726525_zpid/ | FSBO"
"222 Sepia Ct, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","299000","","https://www.zillow.com/homedetails/222-Sepia-Ct-Columbia-SC-29229/110229481_zpid/ | For Sale"
"308 Algrave Way, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","240000","","https://www.zillow.com/homedetails/308-Algrave-Way-Columbia-SC-29229/67616278_zpid/ | For Sale"
"126 Village Walk, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","169900","","https://www.zillow.com/homedetails/126-Village-Walk-Columbia-SC-29209/11715751_zpid/ | For Sale"
"2112 Academy St, Columbia, SC 29203","Sales Pipeline","Appointment Scheduled","124000","","https://www.zillow.com/homedetails/2112-Academy-St-Columbia-SC-29203/300045324_zpid/ | For Sale"
"1024 Price Ave, Columbia, SC 29201","Sales Pipeline","Appointment Scheduled","275000","","https://www.zillow.com/homedetails/1024-Price-Ave-Columbia-SC-29201/11675838_zpid/ | For Sale"
"8206 Bayfield Rd, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","234550","","https://www.zillow.com/homedetails/8206-Bayfield-Rd-Columbia-SC-29223/11721928_zpid/ | For Sale"
"29 Wild Iris Ct, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","219900","","https://www.zillow.com/homedetails/29-Wild-Iris-Ct-Columbia-SC-29209/80994624_zpid/ | For Sale"
"138 Morningside Dr, Columbia, SC 29210","Sales Pipeline","Appointment Scheduled","255000","","https://www.zillow.com/homedetails/138-Morningside-Dr-Columbia-SC-29210/11670796_zpid/ | For Sale"
"205 Alderston Way, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","285000","","https://www.zillow.com/homedetails/205-Alderston-Way-Columbia-SC-29229/11739996_zpid/ | For Sale"
"551 Seton Hall Dr, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","199900","","https://www.zillow.com/homedetails/551-Seton-Hall-Dr-Columbia-SC-29223/11739516_zpid/ | For Sale"
"389 Northwood St, Columbia, SC 29201","Sales Pipeline","Appointment Scheduled","279900","","https://www.zillow.com/homedetails/389-Northwood-St-Columbia-SC-29201/67615595_zpid/ | For Sale"
"326 Rockingham Rd, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","154900","","https://www.zillow.com/homedetails/326-Rockingham-Rd-Columbia-SC-29223/11730236_zpid/ | For Sale"
"6 Woodlands Ridge Ct, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","240000","","https://www.zillow.com/homedetails/6-Woodlands-Ridge-Ct-Columbia-SC-29229/67597998_zpid/ | For Sale"
"1640 Woodford Rd, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","179900","","https://www.zillow.com/homedetails/1640-Woodford-Rd-Columbia-SC-29209/11725082_zpid/ | For Sale"
"321 Crawford Rd, Columbia, SC 29203","Sales Pipeline","Appointment Scheduled","119000","","https://www.zillow.com/homedetails/321-Crawford-Rd-Columbia-SC-29203/11694588_zpid/ | For Sale"
"1143 Owens Rd, Columbia, SC 29203","Sales Pipeline","Appointment Scheduled","85000","","https://www.zillow.com/homedetails/1143-Owens-Rd-Columbia-SC-29203/11681440_zpid/ | For Sale"
"3033 Blue Brook Ln, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","285000","","https://www.zillow.com/homedetails/3033-Blue-Brook-Ln-Columbia-SC-29209/462107030_zpid/ | For Sale"
"1009 Gardendale Dr, Columbia, SC 29210","Sales Pipeline","Appointment Scheduled","185000","","https://www.zillow.com/homedetails/1009-Gardendale-Dr-Columbia-SC-29210/11201130_zpid/ | For Sale"
"1929 Bluff Rd Unit 115, Columbia, SC 29201","Sales Pipeline","Appointment Scheduled","189000","","https://www.zillow.com/homedetails/1929-Bluff-Rd-UNIT-115-Columbia-SC-29201/92392303_zpid/ | For Sale"
"1328 Baffin Bay Rd, Columbia, SC 29212","Sales Pipeline","Appointment Scheduled","205000","","https://www.zillow.com/homedetails/1328-Baffin-Bay-Rd-Columbia-SC-29212/11195883_zpid/ | For Sale"
"1246 Rabon Pond Dr, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","229900","","https://www.zillow.com/homedetails/1246-Rabon-Pond-Dr-Columbia-SC-29223/121967131_zpid/ | For Sale"
"6 Shadow Creek Ct, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","215000","","https://www.zillow.com/homedetails/6-Shadow-Creek-Ct-Columbia-SC-29209/11734852_zpid/ | For Sale"
"1311 Waverly Place Dr, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","240000","","https://www.zillow.com/homedetails/1311-Waverly-Place-Dr-Columbia-SC-29229/67611999_zpid/ | For Sale"
"1002 Benton St, Columbia, SC 29201","Sales Pipeline","Appointment Scheduled","300000","","https://www.zillow.com/homedetails/1002-Benton-St-Columbia-SC-29201/11676985_zpid/ | For Sale"
"7316 Parkview Dr, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","109250","","https://www.zillow.com/homedetails/7316-Parkview-Dr-Columbia-SC-29223/11712516_zpid/ | Auction | Agent: Realhome Services & Solutions"
"2201 Kennedy St, Columbia, SC 29205","Sales Pipeline","Appointment Scheduled","259000","","https://www.zillow.com/homedetails/2201-Kennedy-St-Columbia-SC-29205/11682613_zpid/ | For Sale"
"1437 Aralia Dr, Columbia, SC 29205","Sales Pipeline","Appointment Scheduled","204900","","https://www.zillow.com/homedetails/1437-Aralia-Dr-Columbia-SC-29205/11698436_zpid/ | For Sale"
"3825 Monroe St, Columbia, SC 29205","Sales Pipeline","Appointment Scheduled","219999","","https://www.zillow.com/homedetails/3825-Monroe-St-Columbia-SC-29205/11701422_zpid/ | For Sale"
"1802 Fairhaven Dr, Columbia, SC 29210","Sales Pipeline","Appointment Scheduled","250000","","https://www.zillow.com/homedetails/1802-Fairhaven-Dr-Columbia-SC-29210/11670053_zpid/ | For Sale"
"706 Hemphill St, Columbia, SC 29205","Sales Pipeline","Appointment Scheduled","177900","","https://www.zillow.com/homedetails/706-Hemphill-St-Columbia-SC-29205/11699160_zpid/ | For Sale"
"109 Oakley Dr, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","149900","","https://www.zillow.com/homedetails/109-Oakley-Dr-Columbia-SC-29223/11710725_zpid/ | For Sale"
"1223 Harvey St, Columbia, SC 29201","Sales Pipeline","Appointment Scheduled","214900","","https://www.zillow.com/homedetails/1223-Harvey-St-Columbia-SC-29201/11676765_zpid/ | For Sale"
"804 Winslow Way, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","209900","","https://www.zillow.com/homedetails/804-Winslow-Way-Columbia-SC-29229/11732612_zpid/ | For Sale"
"184 Springway Dr, Columbia, SC 29209","Sales Pipeline","Appointment Scheduled","229900","","https://www.zillow.com/homedetails/184-Springway-Dr-Columbia-SC-29209/61363414_zpid/ | For Sale"
"420 Pitchling Dr, Columbia, SC 29223","Sales Pipeline","Appointment Scheduled","200000","","https://www.zillow.com/homedetails/420-Pitchling-Dr-Columbia-SC-29223/2073177538_zpid/ | For Sale"
"365 Garden Dr, Columbia, SC 29204","Sales Pipeline","Appointment Scheduled","70000","","https://www.zillow.com/homedetails/365-Garden-Dr-Columbia-SC-29204/11692760_zpid/ | For Sale"
"154 Ashewicke Dr, Columbia, SC 29229","Sales Pipeline","Appointment Scheduled","275000","","https://www.zillow.com/homedetails/154-Ashewicke-Dr-Columbia-SC-29229/108868167_zpid/ | For Sale"
